date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:11	17480/17480	---M--	200	added ('OK')	font/woff2	etag:%224c9bfd402831ad37b4f9831da6990645-ssl%22	https://basecola.com/_next/static/media/inter-latin-500-normal.62456416.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-latin-500-normal.62456416.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:13	10276/10276	---M--	200	added ('OK')	font/woff2	etag:%22c15e30acb02deea1d24b2c43742928b5-ssl%22	https://basecola.com/_next/static/media/inter-cyrillic-ext-600-normal.24261a96.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-cyrillic-ext-600-normal.24261a96.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:15	139072/139072	---MCZ	200	added ('OK')	application/font-woff	etag:%22963c0bfdd3dbeaee5664f59e0f836faa-ssl-df%22	https://basecola.com/_next/static/media/inter-all-600-normal.19244d5d.woff	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-all-600-normal.19244d5d.woff	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:16	6604/6604	---M--	200	added ('OK')	font/woff2	etag:%2219357bd191d8f3d13dc91ace853dd096-ssl%22	https://basecola.com/_next/static/media/inter-cyrillic-600-normal.deb8e783.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-cyrillic-600-normal.deb8e783.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:18	5112/5112	---M--	200	added ('OK')	font/woff2	etag:%226a2033be0b6035dc4d365da4eba260d6-ssl%22	https://basecola.com/_next/static/media/inter-greek-ext-600-normal.bfd62ac9.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-greek-ext-600-normal.bfd62ac9.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:21	8396/8396	---M--	200	added ('OK')	font/woff2	etag:%2260642ffbe2609334d8ea4104a7ad360c-ssl%22	https://basecola.com/_next/static/media/inter-greek-600-normal.71947449.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-greek-600-normal.71947449.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:23	3868/3868	---M--	200	added ('OK')	font/woff2	etag:%224301e51054a9936dc2df778fd0bfaa4d-ssl%22	https://basecola.com/_next/static/media/inter-vietnamese-600-normal.b3eeaa23.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-vietnamese-600-normal.b3eeaa23.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:25	22468/22468	---M--	200	added ('OK')	font/woff2	etag:%2218b25e13419bde42941d881f746bc29a-ssl%22	https://basecola.com/_next/static/media/inter-latin-ext-600-normal.b4dedbd0.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-latin-ext-600-normal.b4dedbd0.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:27	17504/17504	---M--	200	added ('OK')	font/woff2	etag:%22e39c20244d8d326f61feb11c90bc9d0c-ssl%22	https://basecola.com/_next/static/media/inter-latin-600-normal.ea994db8.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-latin-600-normal.ea994db8.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:29	26664/26664	---M--	200	added ('OK')	font/woff2	etag:%2259b85f8de02852fd90a2668f4d69b6dd-ssl%22	https://basecola.com/_next/static/media/inter-cyrillic-ext-variable-wghtOnly-normal.2a09a91b.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-cyrillic-ext-variable-wghtOnly-normal.2a09a91b.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:32	16832/16832	---M--	200	added ('OK')	font/woff2	etag:%22ab73df31465e8edcaf6772ed61cf1e6f-ssl%22	https://basecola.com/_next/static/media/inter-cyrillic-variable-wghtOnly-normal.ba342329.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-cyrillic-variable-wghtOnly-normal.ba342329.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:36	11828/11828	---M--	200	added ('OK')	font/woff2	etag:%2258545a37e8209f0639787a1b31db80b8-ssl%22	https://basecola.com/_next/static/media/inter-greek-ext-variable-wghtOnly-normal.faa9e6b1.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-greek-ext-variable-wghtOnly-normal.faa9e6b1.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:39	21972/21972	---M--	200	added ('OK')	font/woff2	etag:%2267793e858fa04120e1a84c38438a5379-ssl%22	https://basecola.com/_next/static/media/inter-greek-variable-wghtOnly-normal.170a4877.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-greek-variable-wghtOnly-normal.170a4877.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:41	8604/8604	---M--	200	added ('OK')	font/woff2	etag:%22afa3bc88b09b99e6f154e75f86ce4841-ssl%22	https://basecola.com/_next/static/media/inter-vietnamese-variable-wghtOnly-normal.b300c47d.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-vietnamese-variable-wghtOnly-normal.b300c47d.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:43	57064/57064	---M--	200	added ('OK')	font/woff2	etag:%22d2af8f78d229398b1eb95044da4fc236-ssl%22	https://basecola.com/_next/static/media/inter-latin-ext-variable-wghtOnly-normal.9ce5f5d1.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-latin-ext-variable-wghtOnly-normal.9ce5f5d1.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
13:47:45	37780/37780	---M--	200	added ('OK')	font/woff2	etag:%22ddeb3a3de66614818a06822703bed440-ssl%22	https://basecola.com/_next/static/media/inter-latin-variable-wghtOnly-normal.e9d94bd7.woff2	C:/Users/USER/Desktop/NEWGMI/NEWGMI/basecola.com/_next/static/media/inter-latin-variable-wghtOnly-normal.e9d94bd7.woff2	(from https://basecola.com/_next/static/css/aca5deede9db69aa.css)
